name,reviews
Ralph Smith,I couldn't believe it that I got a loan and it truly helped a whole lot because we are in the middle of getting over with covid also. I am very thankful this happened to me but I with I had extra to get my vehicle worked on too
Angela Mclaughlin,Been great for me no problems talk to friendly people
thabang,"Unable to change payment amounts. On a $2,000 loan my first required payment was $850 which simply does not make sense."
kaby cherry,Quick and easy service.
Roberta Meyer,I chatted to get help with filing for a loan.
Kimberly Stinson,"I needed to speak to an advisor about my issue. The advisor spoke clearly and plainly where I could understand what I needed to do to get back on track. She did an amazing work with the issue and got it resolved. Also she was not like most advisors hateful, demanding or disrespectful. Keep up the awesome work and when those bad surveys come in from people that won’t let you emphasize with let that roll off your shoulders, for they could not do what you are doing every day! Kudos 😊"
Wanda,Good customer service & very knowledgeable
Dolores Daly,Customer service lady was very friendly & helpful.  She made the process easy
Laneteria Riggins,I needed to change my name. I was able to open a chat and get the information i needed without being on hold for minutes or hours like other companies.
Ruby Marquez,I have been using them for a few years when times get hard I will get a draw. They have always sent the draw. And I have always paid them. Be careful how much you get unless your prepaid for the long term payment. As with any loan. They’re great to work with. Any payment you make other than the biweekly payment you agree too goes to the loan no interest.
Juanita,I appreciate that the agent spoke clearly and knew what my issue was and did all she could to help me.I have difficulty hearing and understanding people who speak English as a second language.
L. Fuller,Brandi was very helpful and walked me through every step of what I needed to do
GARRY,Wonderful resolved issues fast
Willie Mosier,Christopher was very helpful and answered all my questions
Donnie Washington,Agent was kind understanding and did her job in a timely manner to accommodate me!!
Rhonda,It was great and explained to me because I didn’t know what I was doing. Thank you.
Faith Ross,Very professional and knowledgeable people that get things done thank you
Lonnie McDonald,Great place! Great people
Rachel Edwards,They give money quick and easily and the process isn't hard at all love this company
SIFFINI SANDERS,Thank you so much cash net USA I needed money for truck repairs very fast and easy to apply for Thank you again
Mkg,"The customer service was great very helpful and knowledgeable, very professional and very polite"
Lorenzo,ALL WAS VERY GOOD!
Ro Allison,"Was happy overall with seeing it would be in my account the next day. When I logged in at the top it said it would be deposited today, but when I scrolled down to pending transactions it said 2-5 business days. I know it said it could depend on the bank. I'm not sure why it would say deposited the next day but when I logged in just to find out I have to wait two to five business days. I just needed the money to get by until payday but It seems I will get paid before it is even deposited. Just a little confused because in my email and at the top it said it will be deposited today and haven't received the deposit or any emails regarding the loan except to leave a review and that funds would be available today. Just overall confused with being told two different things when I logged in today."
Stephen Chase,She explained everything to me exactly what I need to do
F.,Wonderful customer service! Showed knowledge and kindness. Give the company a try! I'm going to refer people. Thanks again Christine!
James,Do I get the money
Hilda Williams,The service was great!! Thanks for everything Cash Net Rocks !!!
John,Cashnet is there for any unexpected/foreseen bills.  This is a great way to do businness
RC,"Great business, speedy help, easy to contact, and very helpful!!!"
Teresa Massie,Breanna was very knowledgeable and assist with extending my payment. She also gave options on how I can re-finance my loan. Thanks
Veronica,"The live chat representatives I spoke with were very polite, knowledgeable and professional. I got clear, succinct and timely answers to my questions. I was also able to very quickly and easily change some of my information that I input incorrectly, (typos that I missed). And they were pointed out to me where I otherwise may have never realized them."
Maile Vaitai,Wonderful company and my experience was great
Shadonna Reedy,I was treated fairly and as speedy as possible.
Carmen Sontag,It was a good conversation I mean it stinks I have to wait till tomrow but I will figure it out.
CHOPCHOP ChopChop,Jeremiah was very nice
michael wilkerson,Great Service
Bonnie Mitchell,It was very professional
Will not provide,"I had a great experience. The lady I spoke with was helpful and she explained everything to me. Didn't have any problems. I just thought that I wouldn't qualify but I did, it was in the time of need to where I didn't know how I was going to pay my car payments. But thanks to this loan I was able too. Thank you"
Walter,"It was fast and easy,really needed the for emergency and the customer service operator named Greg was so nice and helpful"
DieshiaB,The application process was quick and easy. I had no problems getting approved and my funds were available immediately.
James Mitchell,Request additional funds and not in my account yet.  Tamara looked into it and found answers to my questions
ALBERT EAVES,Fast easy and got what I needed
Jamie Hon,Kimberly was very polite and efficient on the call she knew exactly what she was doing. Helped resolve my issues and I was very thankful for it. Also asked if I had any other questions and she answered my question.
Jamie Hon,"I like being able to just go into my account, look at how much I have to borrow. Put in the amount, then the best thing is being able to see how much your payments are going to be. Which is actually very helpful, so you know if you will be able to make that payment or not. You can still borrow a little less or a little more to make that next payment. Perfect concept and very helpful. I'm glad it's there, so you won't make a problem for yourself."
Simona,Cash net has been helpful with my financial situation.  I can’t thank them enough
Bee,They are very kind they understand my needs and always helpful when I call
Nathaniel,Cash Net quickly put the money in my account within an hour or two. Allowing me to draw more after paying down the account was very much what a cash store like this should expect.
Brandon Garcia,"Good,amazing helpful"
REGINA,Everything from start to finish is simple to understand with no hassle. Definitely a go to when you're in need.
LASHUNDA,So far so good. I got the money very quickly well the same day at least and it was an emergency and I needed it. I'm just hoping I don't regret it I and it was an emergency and I needed it. I'm just hoping I don't regret it I read a lot of negative reviews. But the service was very very convenient
Patricia,This was quick and easy and my money was in my account fast.
Yul,Erica was very courteous and professional
SHERRY,Because I'm having FINANCIAL problems  CASHNET helped me.
CAROLYN GLADNEY-GRENE,Wasn't able to make my full payment on the due date.
Aleigha,I HAVE NO PROBLEMS.WHEN I NEED THE EXTRA FUNS YOU ARE THERE FOR ME.
Suzie,It was good from the beginning to the end…I was helped to solve my problem effectively.  Thank you!
Annette,Everybody Was Very Helpful and Kind to Me I Really Appreciate It Cashnet USA I Will Definitely Recommen Ya'll To My Family And Friends I Was Definitely Please With My Service With Ya'll ❤❤
CATHERINE,Grateful for the extended time for payment arrangement extension. Thank you.
Angela Hitchens Johnson,The representative was very polite.
KERRY,She was very professional & pleasant communicating to me.
Rich,The agent was very knowledgeable and helpful
BARBARA,great service
Sharon,"I have had Cashnet USA for years now and they, LITERALLY, save me."
Kristi,"Applied for a loan this morning and once approved, it was simple and easy throughout the whole process."
ROBURTA,Awesome experience!  They were able to help me quickly when no one else would!!!
Jessica,They will take a  Chance on you When nobody else will just keep your word
Sharon Brock,Fine. Just wishing your interest rates were lower. Thanks
BRETT,great well worth it needed extra cash for bills and was perfect timimg
Johnathan Baxter,I hated it even tho it was easy to get the money. The price was too high for the little money i borrowed. I even doubled up on some payments and still was charged all those fees for borrowing 600 bucks. Not worth it id never borrow from cash net usa ever again
Peter,She was fast friendly and efficient
CONNIE,Fast and quick response
Cherie,This company is fantastic I promise you if you are scared don’t be let’s just say my credit score isn’t where I want it to be yet I was approved and in less than 5 minutes and money was deposited into my account by the time I work up the next day! I was approved for $850
RJR,Got my money quick in fast didn’t take that long of a process
Renica,Easy online application process.
Timothy,I am grateful for CashNetUSA acceptance of me having a line of credit.  My biggest issue is the high interest rate I continue to have after proving my credit worthiness for years.  I truly believe that there should be a gradual reduction in the interest rate when you pay on time and don’t miss any payments.
Douglas Smith,"I was surprised about how much my payments were this time around! Was not THAT much with my first loan experience. On the plus, you are still easy and convenient!!"
Steven,Answer all my questions gave me schedule of my payment that help me make a decision
MATTIE,"This has been a the best experience for my needs, it has made a big difference and very trust worthy."
Ladoris,Very quick and easy experience. I was grateful as I needed help quickly.
Linda Belisle,"The reason I gave CashNet 5 stars is because of how simple it was to apply for the line of credit, how easy it is to manage my account on the app, and I'm not paying back hundreds of dollars more than what I borrowed. The customer service is great! They are clear, and they are family people. If you miss a payment or get behind they have ways to help you instead of sending you to collections. Definitely will be having them around for a while."
Jacqueline,It was great I applied and received my funds deposited to my account within an hour after being approved Thank You
Rolinda J Bailey,I requested a draw and in a matter of hours it was there.Thanks
Ricky,"Helpful, polite, and professional in solving my problem."
CHARLES,Very friendly and helpful customer service and support.  Helped me out throughout the entire process.
Kristi,They did a great job helping me out.
sherrie,"CASHNET has brought new ways of dealing with financial crisis that show up unexpectedly. All I have ri do is request any amount within my credit line, and BOOM, MOST OF THE TIMES I HAVE THE MONEY IN MY ACCOUNT IN LESS THAN,2 HOURS. I LOVE CASHNET AND CUSTOMER SERVICE IS AWESOME 😎🆒💯"
John,"I needed some cash fast and they came through in less than 12 hours, no criticism just fast help, so happy I asked..kg"
Gwendolyn Hinson,My draw was completed without any problems. Satisfied.
RONALD,"Excellent. It was use easy, online and didn’t have to speak to anyone. I applied after hours and the money was deposited into my account early the next morning. If you are in a crunch I suggest to give them a try."
Whitney,Awesome customer service and great service  in general. Thank you for helping me out the best you could
Lacey,This is a great company
Kim,"CASHNET is dirty.. I asked for a $600 loan, they sent $1,000 with a ridiculous interest rate.. Do not loan from them they’ll put you in a deeper hole.. It’s shameful to see how greedy some people are"
Joseph,Was a very easy process and when my credit not that good they approved me!
ROXANNA,The ladies from customer service were very helpful concerning my account.
Emma,Fast easy and same day just what I needed just in time thank you 😊
vivian,It was so easy. I really do appreciate it so much. Thank you
Kevin Geter,It was quick and easy. The staff I spoke with was very nice and helped me with my questions. I got approved and got my money deposited in my account the same day.
Mario,Quick and easy thank you so much wish loan was for more but thankful
Garyr duran duran,They have been great at filling our needs in a very simple way
Terry Williams,"Easy to get loan, highly recommended!"
Kelly Sidorov,It was the best experience I ever had. I usually go thur so much negativity.
PAMELA,Five stars all the way! Awesome people
JOHNSON/KENNETH ,Pleased! ❤️❤️❤️
Julie Corrales,Cash net USA was good all loan places are good
Casundra Gilder,Everything was excellent
Helen,Every time I need CashNetUSA they are there for me. Thank you CashNetUSA
Billy Frazier,I’ve always had great service with CASHNET
HAROLD,Great patencie understanding and caring
Bonnie Hill,Awesome experience representative done a great job
LILLIAN MCDOWELL,Great communication and customer service
Matilda,I appreciate you guys for accepting my application and approve of me thanks
JERRY FLEMING,Very Helpful and easy.
Brandon Larousse,Cashnet USA is the best loan option for you 👌
Juanita,Demitra was so pleasant and encouraging..  she didn’t rush but took her time with me the customer… very professional.
Diane,great  help  was quick
Claudia,Don't ever use a place like this. You will be struggling more then before. They say we work with you. HAHA NO they do not. Thank goodness after a couple months I was able to pay my balance off in full. Because let me tell you. I would've owed on this for the next 2 years. And I was paying 200 every 2 weeks. Places like this should be illegal. It's disgusting.
Karen,"She help me understand the situation, I asked her and she helped"
BRIAN,Good to go company
Terri Tyler,Had a great time talking to Sharon who is a very knowledgeable person and who is very polite help me out a lot I'm recovering from a stroke I had a month ago that was real great to have someone who will really nice and polite
Kimberley,Very helpful
Xantippe Brown,All was excellent
Andy Brown,"Very professional, quick response and genuine respect for urgency is what you can expect from CashNet."
Ruth,Texted and asked for more eyes. It was put in same day. Always please with service.  Thank you
Michael,This is a great place for fast cash always there in apickle for me LOVE THEM.....
Percy,"I received my money promptly, but I wish I knew how many emails I would receive about loan offers and ""verification needed"" from random loan sites."
Rebecca,Approval was really quick and hassle free.
BARBARA,Very easy experience to get a quick loan!
jan shenda,Couldn’t believe how much this loan cost!!! Never again!!!
David,She was very easy to talk to..had to cut the conversation  short. I am at work.sorry about that Edwin cole.
Kadijah,CashNetUSA is a great company I just couldn't meet the payments and the interest rate is too high. I didn't have a problem at all with them. The company works well with you it was an great experience.
Carlota Danay Harmon,Satisfaction service
Tammy,"As a customer service rep. you should always do your job as she did with and open mind. All people don’t understand things as your company goes by their rules, but your mannerism can help them and you ( sometimes) but if not you always have a head person over you. Thanks Charlene Green"
Alvin,Need help making arrangements on my bills
Antoinette,Good job and Professional
Samantha Eaton,"Helpful, quick, and friendly ."
Jerry,Patricia was very helpful. I needed to change my payment date to September 21st 2023
Gardner,Cash net payment interaction is usually very seamless
KAREN,Everything has been good
Jennifer,The person assisting me was very patient and very helpful explained everything in detail
Saykeo,I needed additional information in order to move my application on the right direction.
Tonya,She was able to do what she needed to please me. She explained how it will work.
Tyra,Thank you for your awesome communication and letting me know what I needed to know.
Mary,"The representative, Tamika was very courteous, professional and was able to give the info I needed."
Leonard Daniels,"Very professional and understanding, I love doing business with them."
Char GodgotMe Laws,Very helpful.  And they understand when you need it fast
Leah,Excellent customer service
Susan Piland,"CashNet is a great resource to borrow money fast. However, I do wish the interest rate was much lower. I mean, CashNet does have bank information and are guaranteed payment. Just an opinion"
Lynn,She was everything I desired in professionalism
Theresa,I likes the quick process and the simplicity of the procedure.  Thank you.
Triasha,Jackson the representative was the reason I choice Chas Net USA. He was polite and patient. He is a asset to the company!!
Michael,"The cash net USA loan process was very easy. It sure was helpful to be able to login and get an approval within minutes. Thank you cash net USA.Sincerely, Tracie Wilson"
Earlise,Very satified and happy with quick response.
Victoria,EXPERIENCED A PROMPT REPLY TO THE ORIGINAL REQUEST.
Matt White,I love CashNetUSA. Good to know I can borrow with ease!
Harry,"Cash etc USA has been amazing. They were there when I needed funds and they are still there for me. I applied once and have not needed to reapply,  my info is needed just once. Thank you cashnet USA."
Mariauna,They were very helpful and courteous and very knowledgeable and showed me how to take a screenshot and I appreciate that so I will recommend to use there service again.
Faye,Had a personal loan and I appreciate everything that this company had offered me.  Also it built my credit which I have paid off my loan balance.  If I ever need another loan I would give them another call.
David,"My review is about the easy way a person can get answers and access to information from the  loan company, CASHNETUSA. I am a long time customer and totally, completely pleased with the ways this company has helped me get cash, easily and quickly, each time I've needed a loan. 🤗Thank you, CASHNETUSA!!! You're faithful customer, Cecil Baker."
Blanca,The service is prompt and precise.  It monitors the values being dispersed to a customer numerous times.  Very pleased!
Donna Jolly,Very easy to apply and fast service getting the money
SRD,It was fast and easy…. Now the interest that’s a different story gotta do better with the interest rate
LAVERA,I needed help and got help right away!
Lisa W,Good company always done me good thanks
Mai Yang,Quick fast and in a hurry got a loan to hit my bank account Monday. Will definitely be using these guys in the future
Lknox,It was so easy and efficient. I was very pleased with the process and would definitely recommend the services .
evette,Cash net has helped me in times of need. They have easy payment plans and quick money transfers
Jose,I called for information and was given great service. Very helpful and friendly
JONATHAN,You guys took the payment out on the wrong day. Cost me 30 dollars. I do not get paid every two weeks. I get paid two weeks from the 29th. Penny helped me today. She was great. After I pay this off I will not get a loan from you guys again. That money still has not hit my bank account and how can I make sure you guys are on my pay day schedule? I don't get paid the same days every month. I just want everyone on the same page. Thanks so much. You said give it two or three week days and it's the 7th of September it's been that long
TINA,Always a smooth transaction. Fast and easy.
Eileen,Everything went great thank you for your help
Dennette,My experience was great and quick.Thanks CashNetUSA!
Hattie Jones,Young lady was understanding and very quickly found a solution to my situation.
Linda,CashNetUsa is the best they get you what you need fast and easy I would recommend you using them
Leverne,Stellar experience!  Thank you.
lance davis,Everything done online
sharon,Very professional and knowledgeable while helping you through the process. ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️ 10 stars to an amazing company
Eldon,I enjoy cash net USA and appreciate their helpfulness. They are fast and efficient. Thank you for your assistance.
Betty,The service is always helpful
Lamitria,"Stephanie, explain details and answered any questions I had. Very friendly and knowledgeable."
Boris,Amazing help
Kenneth,I need help in sending you back my bank info.Please help me.
KARLA,She was very sweet and very kind and very helpful
Lloyd Harrell,"Will at Cash Net USA was very helpful and got me what I needed. He was very patient with me , he explained to me the process of the loan and explained to me how to do the application.I was very happy with them."
Alma,Problem resolved
Matt,"Call cashnet because of a website issue, not thinking that it would be resolved, but within a few minutes it was solved and a decent limit of credit."
Di Collins,Deanna was very courteous and helpful. Will ask for her next time for sure.
AUDREY CANO,So honest and helpful
Jevon,Balance inquiry. Problem solved
Enice,I love y’all and you know it! No one like you all!!! See you Soon!!
Jill,Love My dog forever
Veronica Wilson Lynch,Excellent Service
Odel,They were very polite n very helpful I do like them
ROSIE,Super super nice and helped me with everything.
STEPHANIE,Friendly customer service. Great experience using cashnetUSA.
damon,Everything was clear and quick
Lisa,Do all you can to never have to get a loan… fees and charges are absolutely ridiculous!!!!!!
Billie,Everyone I spoke with was nice and helpful. Thank you
Sofia,I was able to get a loan not. Expecting to get one
Mariah La'Rue  Maltie,I couldn't find the routing number to my credit union. The customer service representative waited for more than 5 minutes while I looked for it. She was very helpful and explained instructions on detail which made it easier for me to understand.
Jervonne,It was an okay experience but it was like she didn’t have time to wait for me to get my information
Brittany,Your system would not allow me to change my loan amount.  So I was unable to complete application.
Deborah Yisrael,Very good place to get money fast and very helpful people
T Douglas ,"Very expensive credit line. Easy to use but cost so much to use, its not worth it unless it's your only option. I would use it if the fees were more reasonable."
customer John W,Your payback amounts increased even though I faithfully paid back each withdrawal on time without any missed payments. I can't afford to draw funds off this line of credit.
Judy,Shanita was kind and polite and understood my situation and was able to resolve my problem.
RICHARD,i had a good experience. customer service very helpful.
Linda,Cash net USA worst kind in there representative service!
TERESA,Many fees but overall they have great customer service and will approve the needy at emergency states ! Thanks
Elizabeth,Very helpful in assisting me
Freddie,CashNetUSA has helped me more than you can know. So grateful to be apart of this amazing experience.
BETTY WETZEL,"Thank you my Queen, for being patient with me and want what’s best an needed for me…. You have done an exceptional job"
DAVID,"You all are the greatest. I love the feedback that I got from Latrice, and I am sure that you all are professional people. You all have my vote for life. Eddie Smith."
The Affiliate Network,"Fast,easy and dependable."
Cynthia,"I think your company preys upon people in need with criminally high interest rates. So happy I paid off my debt and would NEVER use your company or any other again that takes advantage to the degree yours does with high interest, making it impossible to pay off."
Sharyn Thornbury,"Fast, quick, and easy. No crazy interest rates. 10/10 experience"
Gregory,"They are very helpful and freindly answered all my questions,just a great bunch of people"
Mark,My application was approved for 1000.00 however I only needed 400.00 and I paid the 600.00 back. So I should only owe 400.00 plus interest. Also I'm planning on paying 200.00 on the 14th this month and 200.00 on Oct 14th and what ever the interest I owe. There wasn't a place on the computer showing I could borrow 400.00 only.
MARJORIE SEARCY,All solutions were considered in a professional manner.
Kathleen Gates,All my questions were answered quickly and efficiently.
JOHN,My 1st time experience was fast and simple. I borrowed on Monday paid off loan Friday with my paycheck only a few dollars interest.
Paula,I received my latest draw in a timely manner and was pleased with the service.
Heather,"The loans were okay. The line of credit is absolute BS . I say the loans are okay because if you can pay them off early or pay the balance back quickly it's a great deal,  but that line of credit is crap no matter how you pay they take interest I paid 250 bucks early I got 32 dollars towards my line of credit . You can't pay it back early all payments made early just go towards your next payment do not use their line of credit they rape you financially"
Ricky,I did an online app and within minutes I received a call back
Vickey Stokes,Very good. Received answer to my question discussed earlier.
George Green,I was just calling to see why they did not get their money out of the bank and they told me why
Ashley,Getting the loan was good. But before I received the deposit I was asked if I wanted to make a payment?
NANCY,They have always helped me in a timely manner fast and secure .
customer,I appreciate this company servicing me in my time of need
Bonnie,Cash net has been a big help in times of need. Their company has help us through some tough spots. In addition their representatives are very helpful and understanding when meeting your needs. They are willing to work with you so solve issues that arise with your accounts. Their payment and retrieving methods are convenient for the customer. Cash Net has been an major ally in our financial situations. My thanks and gratitude are extended to the company.
Bessie Smith ,It was fast and easy.The agent she was really nice and friendly and very knowledgeable of what she was doing.Thanks
Zachary,ON A TRIP FOR A WEDDING OVERSPENT AND NEEDE CASH QUICKLY.  APPLIED AND WAS APPROVED.  WILL FIGURE OUT THE REST LATER
Tameya,Dale was a very genuine and polite person. Very appreciative of the help they gave to me.
William,ProfessionalCourteousKnowledgeable
Derick,The application process was fast and easy and the employee was friendly and easy to work with answered all my questions and helped me get the loan I needed. A+ Thank You!!
Benny,Requested for a loan got fast results with no problems very satisfied with how fast and easy it was
GLORIA,Tell pleasant to talk with
LeaAnna,My experience with Cash Net USA was great. They offered me a loan more than what was expected. Thanks
ZENAIDA,It was quick and easy
RACHEL,Great customer service
Bobby,"Sends frequent mailers saying I am ""pre approved"" for up to $1,000 for years so I have always disregarded these. In a bind and actually need a short term loan ASAP because my health is in danger so I have a dialogue over the phone with an agent who needs to email me information to complete for approval...odd, I thought i was pre-approved.....sure, I will oblige. Nope, unable to get a loan via the website...stop sending out spam mailers casting a wide net to get people tangled in 325%+ APR Loans. 3Fs82St8wQ9s6sTW9Q2YmrNtHEJKkwW4KA"
Theresa,Spoke clear and where I could understand
Sheila Howard,Horrible I would never use again. I payed back way more than I borrowed. It’s a scam made to take advantage of people who are in desperate need for money. You are better off getting a credit card or using a local small loan place.
Angela Maynor,I have good interviews about my long
Antonia Brown,I am totally satisfied with your service and I am looking forward for any future help
SHARON,Cashnet has helped me with my financial need.  Andrea was amazing and helpful!  I will recommend CashNetUSA to all my friends and family!!
Emery thibodeaux,The help was a great service.
Sharon Harrison,It was a great experience
BRIAN,Easy to get a hold of. Always willing to resolve any issues.
Marie,"Outstanding Customer Service, Lucina Thank you"
KEENAN,Brielle was extremely helpful and very quick. I appreciate the help she provided.
CHARMAINE,"Cashnet comes in need when you need money fast.  Only thing I don’t like is that you have to pay back every 2 weeks, if I’m strapped for cash paying back every 2 weeks is hurting me even more.  I think they should make a payment once a month……just my opinion!!!!"
Jenicka,She was very hlepful
Carol Jones ,"Fast, easy and quick"
tim,Was very polite knowledgeable the system was able to help me get through when I was trying to do
Malcolm,I needed to add my landline and update my bank information for my payments. Everything went very smoothly.
Tawnee Cole,When I need a loan they were fast and helpful
Ronny,Awesome hassle free instant satisfaction thank you cash net USA
kent Ross,It was so simple and I was really shocked that yall approved me because my credit socks. I'm very grateful thanks do much
edward Perez,Great job solving my problem
Brandon,Nothing but quick good service as always!
karen,"Very friendly, and helpful! Was easy to get through to someone, and they resolved my problem!! Thank you CashNetUSA!!"
Thomas Anderson,My experience was great and we appreciate you all God bless!!!
LYNNETTE,everything was cool
Kathleen,Nice lady named Tamara answered my questions. Wait time too long. It took a bit to find contact info other that “chat”!
Robbie Andreoff,Good job.Took time to help me.
Anonymous,Awesome Customer Service
AARON,"Fast, Dependable. Great experience. Would definitely recommend."
Krista,Jacqui was very helpful and explained how the line of credit worked and was very professional and efficient.
Emily  Arnold,It was fast and convenient. Never left my house
Pamela Miller,Cashnetusa customer representative Jacqueline provided friendly efficient quick assistance. helping me complete my application with a smile.
Edwin,Hope to continue dealing with you thank you for trusting me
Angela Walker,Awesome customer service.
Pandora Greene-Nelson,"Very professional Very caring put all my needs first, Very concerned wanted to help me in every way she could she was the best"
CHARLENE Green,Very easy and money was on my account the very next day
Carol,It was really easy and fast. I got approved and had the funds in ny account by 5pm same day.
Maria Balderas,It was an emergency that I needed the money for and it was quick and safe so I’m very thankful to you all
Timberly,The process was seemless. The rep that helped me was very knowledgeable curtious and informative. The deposite hit my account that evening. I'm glad I chose this option.
Mary E Deloatch,I know there are always fees for borrowing money but you can count on CashNetUSA to be there for you in an emergency. The same day deposit is very helpful. Thank you!
Tasha,Lady I spoke to was extremely helpful and very kind!
WILLIE,super easy and fast to deposit into my account.
glenn,Can't get a better interest rate even after I have paid loan back in full
Sally  Brown ,Cashnet is fast and easy to use. I like the line of credit better than regular loan bc if you ever need just a few extra dollars you can easily draw from your line of credit instead of getting hit with overdraft fees or looking for another loan. The online chat is a great tool as well getting to speak with someone in real time without waiting on hold.
Tommy,"It was the best experience and I'm very pleased to have found someone to be able to depend on in the future with great help in assistand me to do my application and have the money in my bank account within hours,they are awesome"
Tim Kirkpatrick,"Cashnet is simple and quick to borrow from. Making payments is a breeze, whereas with other companies i have had a hard time figuring out how to do so or their website is not very user friendly. I have needed to contact customer service on a couple of occasions, and both times i was treated very kindly and my questions answered promptly."
James,This is completely loan shark style business with the highest interest ever! I say if you really need a loan try the bank first or try to sale your kidney.
DARLENE,Cash Net was there when I really needed help. Cash Net has no difficulty. The same day! Thank You😇
Sonya,It was good experience
Mason,Representative was kind and knowledgeable
Tammy,"I really appreciate the expedient access to the funding which was needed for the unforeseen expenses with the transportation business.v/r,Jessie Ray Waller608-609-5125"
S Gallman,Very proactive and helpful
Andrew,Need to better explain how repaying loan back before releasi ng funds to customers. I feel as if now I am paying back way more than I got..I recommended there service to several people I know.
MAYTE,I had a good experience overall except I was not aware that the direct deposits would not be posted if it was after 1pm CST. It was also a Saturday so it will not Post until Monday. It disappointing because I desperately need this loan for food and number of other things.
KAY,"Even though I didn’t get the loan Greg was helpful,honest,informative,and very professional."
Tracie Wilson,The loan process were very easy I was very satisfied with the way everything went
YOLANDA,The APR is duck you high. Think 126% and they don’t give you a way to know before you’ve opted in and signed a contract. They’re anti-Robinhood and steal from the poor to give to themselves.
Donald,"I really like to be able to get things done so easily, that part was so great."
Tonya,I love the service you provide....need a credit limit increase...lol
Robin,Ashley called me about my missed payment and told I could make a small payment to stop the collection.
Ryan,Good job enthusiast
Robin,This is an employee that any organization should be proud to have.  She offered me a solution to accommodate my needs.  This only happened because of her help!  Kudos!
CECIL,"This company is all talk and no action. Same-day funding? Yeah right, after a week long processing period!!! The amount of information they ask for when they claim you are preapproved is simply unbelievable!!! It rivals a home mortgage and I’m not over exaggerating. There’s absolutely nothing preapproved about their preapproval, trust me!  Three months worth of FULL (every single page) bank statements, access and login information to your personal checking account, plus a slew of other things! That’s an invasion of privacy it’s none of their business what I spend my money on. Absolutely under no circumstances should you waste your time dealing with this company. And you can take that to the bank, because it’s the ONLY thing you’re going to take to the bank from them…No doubt like my other reviews, they will promptly respond (it’s the only time you will get a prompt response from them) and try to make it sound like they genuinely care, tell you to please call this number and ask to speak to a member of management, they are awaiting your call, blah blah, and it’s just the EXACT same every day 800 number that you can never get through on or speak to a human. In fact there’s not even an option to speak to somebody!!! You have to work your way around it going through the back door and picking wrong options. If by some miracle you do get through? The people who pick up the phone don’t have a freaking CLUE about you or your review! They just make a response to save face and mislead the reader into thinking they care.Walk away from their offers. Better yet? RUN.Update: Like I stated. Less than 24 hours later they have responded and list the same phone number…"
Benita Griffin,They are friendly quick and it's not a scam💯💯💙
Serenity,I don’t understand why I couldn’t get a loan
Renata,Simple easy process.  Have not seen deposit yet though?
Robert,Answered all of my questions
Terry,CashNetUSA is a great place to get a loan from. They were there when I needed them. Keep up the great work thank you CashNetUSA.
P,They are true to their word. You need cash today it's there today. It was easy process. I had question called their customer service. Got my questions answered and cs was polite and was a good experience.
Amelia,This was fast and easy . I got what I needed in just a few hours. thanks cashnet...
Raymona,Great Service will make sure to recommend to friends and family.
RODNEY,"CashNetUSA is simply an awesome loan company. Not only do they help people out in times of need, they have the best customer service experts."
Llewellyn Glenn,I have no complaints with CashNetUSA. Recommend them I came across a problem with making my payment and they set up an arrangement plan that was very feasible and helpful to me. I would recommend them.
Richard,"Terrible place to take out a loan...the agents there no nothing, just No good"
Annabel,The lady were very nice and very helpful and she was very on top with answers
Rhonda,Knowledge on my issues & was what to help me!
Ed Mayer,Good thanks so much
Connie,She answered all questions effectively and professionally.
betty z taylor,I was able to get my cash immediately so awesome.
Paul Lyle,My comment  on cash net ripping Customers off wasn’t pertaining to the staff members it’s the repayment process
Danny Tennial,I strongly suggest working with these people. They're very informative and very helpful and very friendly. Their staff is amazing
Brandy,Thank you for your help! Can I make another loan
Rebecca,"My name is Lila Williams,I want to thank Ms.Sheliaand staff who work with me I appreciate all very much ,everyone I give 5 Stars doing a great job. Hope to become one of your great customer God Bless You.Thanks."
GARNETT,Very fast and right on time.  Always there when I needed you.
Lakiesha Terrio,Understanding the problem with my account and gave me a sufficient response.
Jewel Wheelis,She was great.  Handkerchief my issue very fast and sufficient.
Tresie Lopez,The process was very fast and easy. The money was in my account the next morning.
LISA LOPEZ,"I received the money I needed very fast, no hassle. Very  pleasant experience."
CLARENCE,I am so pleased with CashNetUSA ! My advance request was handled quickly. So glad to be a customer ! Thank you.
LILLIE,They were able to help me quickly get money!! So very thankful!! Thank you!!
Valerie,My experience with tanika was very nice she explain my concerns very well.
JOSEPHINE,They were very understanding of my situation and they also were able to resolve my problem to my complete satisfaction
James,I have you’ll 💯
Taketa K,I get direct deposit every week been at the same job since 17 I'm 34 now I make 18 dollars a hour
Julius,I sent in my bank statements though chime and I it clearly shows I am on disability SSI and I am a little slower with the hole internet and I have a lot of Gmail accounts and it took forever trying to sort through them on your sight to get it to where I even could send a statement from my bank and I still don't know why I was denied
Stanley,It was a very good experience and the representative I spoke with was very helpful and professional
Louise,I appreciate you loaning me the money. I'm try to establish my credit. Thank you for giving ma a chance. You were right on time with the money. Everything was so convenient. I would use your company again. Thank you very much
Heather,"VERY POSITIVE EXPERIENCE , Timing was Excellent ;Will GLADLY recommend family and friends To this Company,"
Stan,My experience was handled well thanks for your help.
