name,reviews
Claudia,Employee did great customer service an friendly. Need make survey easier...😃
Sanjay,your personnel in Fairhope are always helpful .
Mona Douglas,Salli was very patient with me and explained the entire process thoroughly
Sharon,Great. Very professional. Fast attendance.
Diane Farrell,My experience with Avance
M H,"Instant approval, fast and easy.!!"
Lydia Mcdowell,My visit to this location  was very efficient the customer service was great I will recommend  this locations to other that may need a loan..
mela,"I am extremely pleased and amazed at the treatment I received from the young lady that took SO MUCH TIME with me on the phone helping me apply!!!!! I only regret that I can't remember her name because I praise her for ALL of her patience, understanding and full knowledge she had to use in guiding me through the process. Because I was having a bad experience before her help!! She actually made it a joyful experience and I would have loved to meet her in person.NICOLE KING is her name! I looked her up. She deserves the credit!!!"
Jerome,The ladies at
Angela,"Nice clean place and the girls were great. Knowledgable and was very helpful, was able to get my transaction done and out in a reasonable time."
Cassandra,Thank Advance American. They process my application and my credit score did not affect me getting a loan.
Joseph,"Very rude. Was on phone asking questions and the head of the department told me to shut up, when he said this I “brought up” reporting them to the better business bureau. The gentleman started yelling saying he was calling the cops/authorities on me….doesn’t seem very official in my opinion. Just be careful with your decision to choose this company."
Eva,"Have taken out several loans this year. Everyone so helpful.  Transaction ""painless"".  Would recommend to anyone"
Samuel Falope,I had the sweetest clerk Ms Hissong assist me yesterday. She's a diamond gem. Not may will take the time to explain the loan process throughly.
Mark Anthony,Cameka at the Ruston store was very helpful and polite. 10/10 recommended
Damita Goodall,First 2 times I used y'all it was fine until the next time a double payment was taking out an each time I send what u need it's always something else. Got email the Treasury dept was handling it now an tried to refund me my overpayment y'all deducted an seems to be a problem. U have information u need so I don't understand the problem. If a check up was done at end of day u would see were u double drafted me. Not satisfied at all with what's going on. This has out me in a bind. I would never done last loan if this messup y'all done hadn't of happened
Ether,I only had one issue I couldn't log onto my account using a chrome browser I had to use microsoft edge
Silvia Del Carmen,GREAT SERVICE! Got me in and out with all questions answered! I went to 3 different locations before actually being helped! Thank you!
Misty,Went in everyone was very friendly and very helpful. A great experience all the way around
Stevie,Super nice people. Answered all my questions and made things happen.
Stuart,I applied for a payday loan online. It was convenient and easy.
Linda,I always have a good experience  because they’re always there when I made help
VLADIMIR HUMBERTO MONTALVO MES,My review is going to be the same review every time I go to Advance America always good quality service period
Gwendolyn Kennedy,They were very nice actually we were treated  good.
Carolyn Graff,Staff are very friendly and willing to help out customers.
Heather,It was OK  since I had all my documents in order I was satisfied.
MissEvilHana,It took 4 days  for me to get approved  Then it took 3 days for me to get another loan. Yes I put my new bank card for instant deposit to my bank account. From Friday to Monday.  But again thank you forvtheloan
Tracy,"very simple, easy procedure.  appreciate the help."
Lisa,Wonderful customer service very nice and polite. Easy and understandable service. Thank u
Everett A,Great service. Was fast and easy
resa landsinger,This place is amazing. All the staff is very helpful and friendly .
Amalia,I went in with my grandma to get her some money and i had never heard about this company. So once i saw how easy it was and how respectful the staff were i decided to apply and maybe get some money and it was  definitely worth it. It was a very speedy process and within 20 minutes the money was in my account. I will definitely consider if im ever in need of some money fast.
MissMeka,Alice was ready for us as we walked in. She answered all of my questions with a smile. Everything went smoothly. She made me feel like a valued customer!!
Elizabeth,"So far so good. The application process wasn't exactly seamless , but my situation is a bit complicated.  They made it happen though and the money came when they said it would"
Bobby,Kiara and Nakia and all the employee I really appreciate it and you help me thank you
Eleanor,User friendly app
Sean Tallman,My go to people when I'm in need..they have the friendliest staff that are always cheerful n happy to help.. I don't feel embarrassed to ask for help because they make you feel comfortable. Thank Advance America for being a friend.
Allen,Quick easy application and funds almost Instantly 🙌
Michael,they are always there to help people in need of some extra money to get by til next pay day thanks alot.
Michelle,I can always count on Advance America when I’m in a bind.  Thanks AA
VSS,"Nice person, really helpful."
Susan,I love the ease at which you can apply online or go into a store. The process is simple and I am so grateful to have a option of getting cash when I'm in a tough financial situation.
Kelly Francis,"Great rates, very easy to use, fast transactions."
Priscilla,Great customer services at the Bultman Dr. Sumter SC location during initial contact.  Easy assess for on-line account services.
Sherry Prophette,It was good clean and friendly
Anne,I apply for my advance online. The process was super easy! Highly recommend.
Robert,The  staff there are always professional it is so easy and convenient to get what you need done financially
Sherry,I love it. Kathy is the best. I love talking to her and visiting just to say hi.
WANDA STARR,Good customer service! And the services were fast!
Patricia,Always there for me when I need extra funds
Kathryn,Quick and easy loan thanks to the ladies at the Montwood location! They were friendly and very helpful and they explained the terms of the loan clearly so I'm not dealing with any surprises when it's time for me to repay the loan.
Herman Stampley,Very pleasant associate who explained everything
Paul,This process was so easy and quick.  I applied and followed the very east instructions and I was approved. I can honestly say it was much easier then I ever thought it would be! Thanks so much!
Marie,I came in for a title loan and was helped right away.  Christina at the Gerstner Memorial store in Lake Charles LA was very knowledgeable and took the time to explain the entire title loan process to me and I am very grateful to her.  She clearly deserves five stars and beyond THANKS CHRISTINA!!!!!!!!
Scott,When I need the help you guy’s always come thru for me and my family please continue being there for people like me that truly needs the help
TULLAS,Friendly people and great service. Always make you feel welcome
Raven Moore,Just wanted to thank you for the numerous times you've helped me out when nobody else would.
Carmen,My customer service agent gave exceptional service I and satisfied
Kaman Oliveira,"Caroline was very knowledgeable, quick (very important to me) and pleasant to talk to."
Alethea,They make the process so easy and user friendly. You get your money very quickly.
Michael,"The ladies there where nice , through, and did the process in a timely manner I would absolutely recommend going there!!!"
Brenda K Hill,"Love the instant deposit, very convenient!"
Janez Dillon,"Such a positive experience with the Manager Sabrina and her asset. manager! I’m not a new customer but I’ve never been to the Lake Park, FL location, Sabrina took her time explaining different options I had and making sure I would get funds ASAP. I am very grateful!"
Miguel Rico,Everyone I spoke to were very helpful . Great customer service. Thank u advance america for ur service 👍😁
barbara,What can I say? At least I have the flexibility to get the amount I want.
Bethany,Everyone is always so knowledgeable and helpful and kind.
Mw,"The ladies were great at getting my loan prepared, very professional and very nice I will be dealing with the company for a while."
Aliyah,Miss Jessica and Jermyia were very helpful and made the process smooth. Very sweet ladies
Rebecca,I was very happy with the service both thumbs up
DENISE,"All the stars go to Miss Aundria. She was very well spoken, knowledgeable, and overall customer friendly."
Vanessa,The ladies were very professional have NO complaints nice doing business thanks
Regina,ThAnks for still being there l thought I was gone but need your help again
Juanita,Darlene has always been professional and pleasant.
Theresa E Clem,"From the phone call to the arrival Michelle was absolute amazing! She was extremely nice, knowledgeable, informative and patient.    Best customer service I’ve experienced in a very long time. Thank you Michelle, I wish we were all blessed with such wonderful service at all businesses, may God continue to bless you."
Essie,Very easy. Good experience.
RITA,It was a great experience I used them before and they are yet considerate and helpful😇👍👍👍 I used Advance America at 664 Bells Hwy in Walterboro SC.
Diana,"Always reliable! Quick, safe, and dependable."
Gerardo,On time during
Melissa,Very friendly great customer service and timely matter Thanks
Charles,It was what I needed at the time and will be back.
David,"They were great and very professional and quick,definitely will be using them again,plus it up the street from my house in Maple Heights Ohio"
David,The place to be when you are in need. Everyone there is the greatest so nice work with you and help you very knowledgeable of the job.
Robert,Lizbeth is always amazing when I go in and always so helpful!
Maureen,i like that i can pay it off and get another loan but the fees are a killer.. u charge way to much.
Kerryann,This is the only location that I've been using for the last year and a half because they are very customer friendly. Very caring and hard working group at this location. Very pleasant to all the customers. Other locations should be so lucky. Great team at this location. Mrs. Marie is the best!!!
GUADALUPE CANO VILLA,The employees are every polite and helpful they assist me also help me with my application. Very well appreciated will return when needed also will tell a friend thanks again ladies for ur welcome also help in petal ms location
Janice Henning,"Went there to get loan and was told I had to wait a week, still don’t know why. I was mad! Then I go home and did the loan online. So what she said was a lie."
Chiquita,"The ladies in this store done a awesome job.  Very knowledgeable in every way expected of them, any question asked there was a quick response."
Laqushonique,The gentleman didn’t seem very confident in what he was doing
Jimmy A Searls,Your associate Renee was a great help she is a very good employee for you she knows how everything works and she told you straight up how it all goes
Robert,"I did my loan request on line, I was approved quickly, before I signed I noticed the due date was 2 days earlier then my pay day, I checked for my original agreement and it did have my due date of the 28th of the month, since the 28th this month is on a Sunday I won’t receive my pension payment until probably Tuesday the 29th, on my original chat with Neka she said once my loan is processed the date can be changed, so I went head and signed did another chat didn’t write name down then was told I have to call in 2 days before due date and ask for an extension, wasn’t to happy about that."
Marquitta,Very kind and personable ladies. So helpful with out needs
Peggy,Easy to do transactions
Cindy,The people who work there was very helpful and friendly and I appreciate it very much. Thank You for your help.
Kelly,"Well the paper I received in mail said I was pre approved for 1,000.00 and that's not what you gave me so otherwise I probably wouldn't have applied"
Francesca,The  ladies were very polite and very professional 👏
Evelyn Fugate,"Excellent customer service experience, the whole process was quick and very easy, couldn't believe how fast the requested  funds was in my hands. Five stars for this company is an understatement, but 10 stars hits the nail on the head."
ARMANDO PEREZ,I’m a private contractor and a lot of times there’s a long time in between paydays. It’s nice to have Advance America there to get the money when you need it. They are very friendly and helpful. Thank you
Luz,Every time I walk in this Advance America location I ALWAYS have a WARMING WELCOMING GREETINGS from EACH OF THE STAFF with a SMILE.
Tina,"Great customer service!! Phenix City, AL Store!"
DONNA MCNEILL,Perfect! Advance America did as they promised. Their customer service was outstanding!
Kathleen,It was extremely easy to apply and the response time was very fast. Delivery of funds was the same day. Very satisfied with my experience will recommend to my family and friends....
Alexandra,I love the fact that you're always there when I need the extra cash. And you've made things even easier by putting the cash straight into our account. I love it!👍Thank you
Trina Smith,"The two gentlemen that I met and continued the application process with were very helpful, congenial and easy to work with. My questions were all answered and everything was handled and completed in good time."
Karon Franks,"The gentleman I dealt with I believe his name was Josh and he was awesome! He was very informative, helpful, and knowledgeable. He seems like a great asset for the company. I am thankful for the help I was able to receive in a time of need."
Craig,Raquel Vega was very helpful
Harriet Beabout,Nicole was fantastic! She went above and beyond to help me set up a checking account to receive a loan. She is also very personable and pleasant. If everybody was like Nicole how she treats people with humility and compassion this world would be a better place!
Tiffany,They did help me out I will be dealing with them again
Byron,Awesome customer care by Cassandra....She was super friendly and on top of giving great service....
Diamantina,Awesome services loans are always on time and deposited at the time promised. Payment arrangements work well with multiple payments so your not stressing paying everything back at once. Thank you for helping out when needed advance America
Dennis,"My experience at Advance America was wonderful. Michael was not only informative, but enjoyable.He explained  things in easy terms. I will become a loyal customer. What I witnessed , was a smooth running , organized , place of business."
David,I was helped by the location manager. She was very helpful in explaining the new computer based system that Advance America uses vs the old paper system I had used in the past. I very much like the new computer system by the way. I hate being in a position where I need your companies services but Tammy made it as painless as possible.
Stephen,Due date is to quick only 2 weeks after receiving loan expected it to be longer.
Paulette,That was a lady named Candice that took care of me she was very professional everything was done and was in and out in about 10 minutes.
Just a bit of advice,Very helpful. Quick and efficient!
Sally,Thanks. You did well. I actually needed a little more money but payments would have been too high!
Maria,"The customer service agent in the Belleview location was extremely polite, knowledgeable, and she treated me with respect."
Cheryl,The Staff was very helpful and professional. I appreciate professionalism....
Andre,very satified with excellent service when i need help on my loans.
Sheila,Excellent quick experience totally appreciate it
Tracey,"I've always do business with advance America for a long time now,they will help u anytime you need a loan.Customer service is also friendly as well.If u haven't tried them yet ,I suggest you should when u need to."
Kenneth Turberville,"I’ve worked with Bev in the Toledo, Ohio office in the past and find her very professional, thorough and kind."
Ashley,As usual very happy with you (Upland location)
PATRICE BRINKMAN,They are a great place to get money they are fast and friendly
Leron,Experience was great. Girl was knowledgeable and helpful. Pleasant atmosphere. Got my money quickly.
Kyle,The guys at the Columbia MO location are always polite respectful and provide fast service!!!
Ann,"I am at a lost for his name, but he’s been at Advance America for years. He is great at what he does. He’s always fast and efficient and has a great memory and sense of humor. I just love him."
Mary Ann,Patrick and his friendly staff are always there to help me when ever I'm in need. Very fast and efficient
Chris Lee,They are very fast and friendly. Will meet all your financial needs
Kerrie,Awesome customer service!
Carolyn,"Service was excellent and explained throughly, easy and not time consuming. Thank you Advance America!"
Marsha,Staff is always nice and courteous and get the job done 👍 always willing to help and guide you through the process.
KMcd,Alicia was very helpful from the first time I called to the day I got my loan. She gave me options and was patient with my issues and even took me at close to closing time.
Kyisha,"Easy, not any paperwork, or long wait periods, should have had this system a long time ago. Thanks, Alfred Celleo."
Larry Kendrick ,You all are doing a great job the only mess up was when I went to borrow money you gave one week instead of two weeks and you all fixed it no problem thank you for helping me keep up the good work . Susan Barnard
Elizabeth M,"Tina & Tina are awesome!Always there when we need them... And Snacks! lol ... Our second moms.In Gratitude,Chip and Kory Crockett"
Damon,"Nice, professional service!!!"
Earl,Very easy to apply for the loan and the money was applied to card quickly.
Evelyn.  Roberts,I do appreciate the help during hard times. Just wish the interest was a little less.
Donna,Applying for cash online is soooo helpful
Charlette,Very helpful in getting the funds I needed
Charmekka,I had great service from your customer service when I had questions and needed more information. Your overall loan process did not take long and was not difficult.
Sonia,"Good service,didn't take time at all, and I left a veery happy camper..Thank you!"
Leecole,It was very pleasant working with the young lady that was working there at the time.
Santiago,The staff at the Colerain location is always helpful & friendly. This online experience was easy just wish it was available sooner after a biweekly payment was processed so I could pay it off and reapply to get the full amount available to me.
Vonzell,The ladies at the kirksville location was wonderful and very helpful. Couldn't ask for 2 nicer ladies to work with
Ann White,I’m glad I found them. Advance has helped in many ways.                     Thank youJadie
Alfonso,"I was referred by Georgette and Pink was the loan advisor working that day. He was very outgoing, quick and considerate. While waiting for my application process, Pink kept me very informed all the way. No suprises, now that’s the way I like to do business."
Darrel,Doing the online application I was denied. Than a lady call me from your company and told me to come in person to verify the information she could possibly get me approved. Within 10 mins of seeing someone in person I was approved for $600. The only company that was geniuses enough to approved me for a loan. I really appreciate it and thank you for your overall professional service.
Arlene,"My experiences have all been wonderful,always handle with patience’s,knowledgeable, kindness,understanding and helpful. I always leave on a positive note."
Kaprice,"Stephanie, and everyone else at this location very, very nice fast and efficient."
Tyler,Customer service was excellent. The system is now simple and easy to use.
Sheri Peters,Didn't have a good  experience  at one store
Lamonte BLADES,Thank you so much. Literally saved my life.
Lizzie,Prompt and fast! Thank you Advance America. Very good service...
Aquarius,It's always a pleasure and easy navigation to use this service. I normally get my loan online with no problems. Thanking you all kindly for this service as it helps when there is a crunch in my life.
Kimberly,Advance America has a simple no fuss process thats fast. I use them for all my unexpected financial needs.
Maria,"My experience with Advanced America was great, they treated me with respect and kindness and listened to what I needed.  I have great respect and have shared my experience with my friend."
JustAnswer CustomerSUE,I encountered a very professional staff at Advance America. The process took less than 10 minutes. Since I was already in the system. You were there for me when I needed it most. Thank you so much for your superior service.
Brittney,Greeted as walking in the door. Asked  sshaf can I help you with today. Very personable. Will come again and will inform my coworkers
Evelyn,Simple - quick - efficient!   So easy to deal with.
Jeffrey,Ashley was very nice and informative awesome customer service !
Priscilla Perales,Excellent!!!!!
Jacob,"As pay day loans go, Advance America is the best in the business. The process is quick and the staff are well trained."
Lori,DOROTHY THE MANAGER DID NOT EXPLAIN THE LOAN !!! SHE LEFT OUT THAT WE WILL GET CHARGE $3.65 A DAY TILL LOAN IS PAID UP !!!! AWFUL WAY AND DIRTY WAY TO DO BUSINESS ... I WOULD NEVER EVER RECOMMEND ANYONE TO GET A LOAN AT ADVANCE AMERICA WITH CO- WORKER THAT DO NOT HAVE THE ANSWER TO ANY QUESTIONS OR EXPLAIN ANYTHING ! LEAVING THE CUSTOMER WITH THE UNKNOWN ....BBB WILL GET NOTIFY OF THIS MATTER .... HAS WILL WITH A CONSUMERS SURVEY REVIEW .
Noe Arriaga,Very excellent service
Raul,Easy quick and fast
Lacosta,"I have been a customer for some time now. Advance America has helped me, and especially the employee'sthat are there with a friendly smile.  They don't make you feel bad, yet I am always greeting with respect. I indeed will refer others and people in general. Thank You so much for lending a helping hand to me.Helped By Advance AmericaSincerely, Sabrina"
Merle,I didn’t receive my loan in my checking account The Bank said it hasn’t received anything it’s going on two days I need this resolved I need to pay bills
Trinidad,"After looking for a loan online and around town, I stopped by the Pasedena location and was pleased to find very helpful customer service agents ready assist me.  The process for applying for the loan was quick and easy, and the associate helped tremendously througout the process.  Although I didn't get approved for the amount I was hoping for, I was pleased with the financial assistance  I received."
finnie,"The application was easy, and the service was propt!"
Dannie,"I had to come up with first and last month's rent, after having covid for 10 days and off work and still had 6 days to payday. I had pretty much gone into break down mode. Jen absolutely made everything so easy! Jen told me exactly what I needed, and showed me the best option for my budget! If u need some help, go see Jen at the athens location!"
Raymond,Looking forward to doing business with Advance America now and in the future. Thank you for notifying me and giving me the opportunity to doing business with you.
C.S,"As always,  branch 5648 rep. Sharonda M. Is a excellent employee.  She knows how to take care of her customers  !!!"
Crystal pembo allemand,"Great experience, courteous and professional with a twist of downhome friendliness. In and out within 15 minutes tops. Explained  location  in Nicholasville, KY and other areas will replace Richmond store."
Sophia,They are always so nice to all the customers.  Very helpful as well.
Lonnie,It was so fast and easy and the people are really nice to me thanks
Linda,"The Pikeville office helped me out with  the money at the most crucial time possible! I greatly appreciate you in giving me your trust, Thank you!"
Melvin,"Went in told the girl that I couldn’t set up my account on line so Joy Hannon could get the $50.00 for referring me to Advance she gave me a cash advance when I asked when she would get the $50.00 she should have set up the account for me first, so she doesn’t get the $50.00."
Latanya,This was the best experience I've ever had at 44 years had greatly appreciate your time and service it was extremely quick and I would absolutely refer someone else to them!
Yamisha,Staff was friendly professional and prompt… soon as it was my turn.. Grateful for the loan given that day.
Dareld,Nancy is a  very friendly lady and very helpful and excellent customer service
Cassandra,great customer service with loan terms i can appreciate
Carol,"Miss Jermyia, Cameka, and Jessica are very sweet and understanding."
Edmund,They were very fast and easy to get a loan.
Rachael,The representatives are very friendly and helpful
Sherlene Robinson ,It was very short visit and helpful at an emergency time as I was referred by a friend I referral one person already thanks in Arcadia Fla
Heather,THE CUSTOMER SERVICE AGENT IS IMMACULATE. SHE IS A VERY EMPATHETIC AND PROFESSIONAL YOUNG LADY. I WOULD RECOMMEND THIS LOCATION TO ALL.
Christopher,"The funding went well, but u only gave me one week to pay the loan back. Not much time."
patricia jacobs,Great service..My only cons is now I am a regular customer I should reward lower payments.
Katrina,"Friendly and fast, thank you."
Alana,They took out my payment instead of schedule my payment myself.
Franklyn vargas,"I want to thank Mrs.Shelly for being so curtious and explaining to me every part of the process step by step. Great job, you guys will forever have me as a customer."
Pamela,excellent customer service if you ever need a pay day advance go see charlotte 🥇
Christopher O,I was going to the doctor in another state but didn’t have the funds to get there. I saw the Advance America sign in West Point MS & stopped. I was treated courteous manner by the lady & I very quickly had the funds & I didn’t have to cancel my doctor appointment. Thank you Advance America !
Roxanna,My customer service person was great I even made her late for lunch and we joked the whole time. Gratoit and conners
Robin  Clemans,Always there when I need them. Friendly staff. I'm glad they've updated their process and almost everything is done through the computer. Super convenient to have the money go to my account using my debit card.
Eric,"Staff provided an overview of additional services offered by company ranging from Western Union, utility bill payments and more. Staff appeared to be efficient, courteous, and knowledgeable in providing services to customer."
JAVONNA,Staff at 4912 Malloy Plaza is very helpful and knowledgeable!!! I enjoy going to the office to get a much needed loan!!! Fri. 8/19/22  12:06pm  CDST
Yvette,Very easy to apply and fast results
Melissa,Very easy process online and money was in my bank next day.
Ivelisse,"Very professional, helpful & friendly."
Victor,She was very helpful and knowable very helpful had a pleasant experience
Tommy,Everything was great.
CHRISTINE,Very professional. Easy application process. Would highly recommend everybody to apply that need financial assistance.
Charles Anthony,It was quick and easy. The person helping me was friendly and helpful
Brenda Smothers,Dry professional! Was in and out in 11 mins flat.
Crystal,The staff is very professional and did an excellent job.
Crystal Smith,The staff is always super friendly. And very helpful and patient.
James,"I had an awesome experience. Good laughs & great service. I didn’t get approved for what I was expecting however, the 30 minutes that I did spend inside the store was delightful. I forgot whatever I was going through at that moment. I definitely will be back!"
Sharon,"Service was excellent!!! No problem updating information and getting loans. All in customer service are friendly, helping and knowledgeable."
Jocelyn,"Every single time i go to my local AA, I feel well treated as a customer.  All is handled with professionalism and courtesy.  I appreciate Sonia."
AJ,I love the new updates. Everything was very easy process
Traedarius,My business was conducted on line and over the cell phone.  I was please with the response from the representative who help sollved my problem quickly so I could get my money quickly.
ALEXIS CAHALAN,"All I have to say is....it was so convenient to do everything online!!! I always thought it was time consuming to go to the actual loan office. I haven't been to the loan store in over a year and a half, but I'm just glad the whole transaction was very quick. Thanks! Camille Banks"
Christopher,The Talladega Alabama branch has always been wonderful to me she has been very professional in everyway she also goes out of her way to communicate and keep her customer smiling I have been a valuable customer for a long time and she is why
Solomon NJ Williams,Absolutely no problems with my transactions or customer service
Derrick,"Thanks,Advance America i really appreciate your business, y’all help me in times of need......."
Janise,"I did not know what to expect when I began this process.  The short term loan application and approval was streamlined, quick and efficient.  Also, the staff person (Boss Lady lol) was excellent.  She greeted me, as well as, the other customers quickly and warmly.  Her courteous  service, knowledgeable help, and prompt attention was a relief and refreshing.  She took the application, provided all of the details, and obtained the approval in just minutes.  Then she processed the loan and paid the proceeds, sending me on my way.  A fast, short term, and excellent service make this the place to go if you need a “payday loan” or short term type of loan.  Cash walking out the door in less than an hour from entering the location."
Cathy,"The staff at Advance America (customer service, at the branch) was extremely helpful and walked me through the process. You can count on them, and I would highly recommend their service."
Kelly,They did ok...................................................
Carla,Great customer service!!!!! Very fast transaction!!!!
Vivian,good job keep up the it was easy quick and very simple
Shara,Advance America did an excellent job with helping me with my loan . I am very grateful for their help. Thanks again!
Reginald,Awesome and fast service! Thomas was friendly and very helpful.
Shirley Chase,I was able to get the loan amount I wished for but it was not as easy as I hoped . My first 4 attempts were tried online and it was smooth until the very end when I got to the part where I needed to verify my income . That part is not very good and I eventually had to go to the local store so they could finalize the deal for me . This was a minor inconvenience for me but also very frustrating.  Overall I'm happy with the transaction .
customer,Excellent experience.  Really appreciate the allowance for me to repay as I could once I got behind and then allow me another loan without submitting all my data
Christine,Greg is the employee I dealt with he was really  nice and courteous. Explained everything thoroughly he was very helpful. He did an awesome job.
Jill,The Advance America online process was easy to navigate. I did not have any problems uploading docs. I did not speak to customer service.
Richie,"I requested an extension on my payment because I was traveling.  An AA representative with whom I spoke to was polite, patient, and authorized the extension that I needed very quickly."
Linda,"Michell and Brittani were fast ,friendly and definitely confidential.Michell really takes proud in her work and customers!"
Jean,All businesses should have bright cheerful friendly employees like those at the Oakland Park location. As we all know good help is hard to find you folks have great help working for you. 😎👍
Margaret  Parr,I got a 400 dollar loan it was easier than I thought it would be.
Beverly Al-Kareem,Process was easy and quick.  Very impressed.
Arthur,"Kalyn was so amazing, she was very understanding and assisted me with great customer service. She did help me apply for the best product possible. She is great. Thank you Kalyn for all your wonderful customer service and support"
Marguerite,Eileen was a joy to work with.  She was pleasant and the process was easy to do.
Sandy,They helped me get out of a jam and I was able to pay my light bill
TERRI,Customer service is very helpful and quickly processed my loan.
Jessica,Im happy that I can apply online for my money and it's help me it's faster.and don't have to wait.im still sometimes going in person but this save me trip from driving.i borrowing money because I need it.alway pay them back.and it's better that I have more income because everything is going up gas food and rent and others as well .people borrow money for there needs it's help alot I been with cash advance a long time.know how it works thank u for ur time. Maria Smith.
Lara Lab,"Great customer service, quick service, loans increase as you pay off your loans, quick process when in a pinch"
customer,"Out of town, needed quick cash, and they came through. The lady who assisted me was phenomenal!! Can't say enough wonderful things about her!!! Definately a 5* experience!!"
Johnny,"Advance America was there to help me With great service,I’m very thankful for Advance America!!!"
Shirley Robbins,Advance America was there when I needed it the most. It was quick and I had money in my account the next day! It helped me to avoid unnecessary bank charges and problems for the week. Thank you Advance America!
Victoria,I love the curtious people always friendly and ready to help.The service is fast and easy.
Pearl M. Jacobs,Excelente service special from Jerami great customer service
Wisconsin girl,Great experience. 👍🏿 highly recommended 👌🏿
Lenora,It was fast and easy.  The representatives were friendly and knowledgeable.
Nekeisha,The agent was so wonderful and so helpful. Great hire!
Tamara,Quick & easy. Elide was very helpful at the Bonita location.
Sonya,My experience with your was very excellent.
Joy,Great timely customer service.  Glad they're always available in a pinch
James,Prompt and efficient. Thank you for your help.
Bobby,"I experienced great customer service at the location In Milwaukee WI, 53223."
Bobbie,My experience was wonderful
Dianne Bourque,They were very professional and polite. My experience was very good
Alexander,"This is my second loan and everything went smoothly, very easy process. It is always best to pay back early they are there when you need extra funds."
Margaret,"Everything was really straight forward and the fee is fair, needed a couple hundred for rent and I will definitely use again in a pinch"
Daphne,Thankful for the help when I really needed.
Bessy,"Easy to navigate through the website, quick and convenient. I recieved email updates throughout the application process."
Floyd,Very friendly staff. Don't treat you like you're just a customer. Debbie is awesome.
Todd Constans,"IT WAS TOO EASY,LOVED THE WHOLE EXPERIENCE"
Jeffery,"Advance America is a great place to get a loan for everyday things, bills or whatever you want to invest the money into. Lastly, I think the intrest rate is ok for a payday loan."
HSmith,Great!   Very pleasant surroundingswhile completing loan transaction
customer,The ladies at the Sevierville office were very helpful and the process was swift and easy to understand.
Robert Milburn,Always a quick and easy loan process. I've been a customer of Advance America for years and have never had a problem. It really is a good feeling knowing I have somewhere to turn when I need some fast cash!
K.J.,I’ve very good experience with advance America . They are right on it on getting things handled when needed
Mrs. A. Howard,I am very pleased for the services and professional treatment at my local payday loan. The clerks are always helpful and makes sure you are satisfied before u leave the counter. They makes offer that is convenient for us. I am very satisfied and comfortable as a customer. Thank you guys
Kyle,Excellent and timely service. I needed money the next day and sure enough it was deposited into my account. The interest is crazy high but it gives you money when you don’t get paid for another week.
Janet,I was the first customer in and I didn’t have any issues. The manager was extremely polite and she walked me through the whole process.
Cynthia,My experience was great and the staff were very friendly
Scott,I have never had such a caring customer service rep in my entire life.  His patience and willingness to work with me over an hours time was stellar.  I have only the best things to say about every single transaction I've had with Advance America.  I highly recommend them if you have a temporary financial need.
Cheryl,"My experience was very good in spite of my situation, the clerk was so understanding, sympathetic and most of all very friendly."
Cassandra,Greeted by very friendly staff.  Easy and the fast service. Thank you
Raquel Footman,The lady in charge was very polite. Didnt have a long wait. She was very helpful and pleasant. Thank you.
Sharon,"Thanks again, quick and easy."
Jon,"Terms and conditions are good. Money available right away, if your approved. It’s simple and easy."
Karen Wilson,"Wonderful group, very easy to work with. I will continue to use them when needed"
Henrietta,It's an easy process. I get the money immediately in my account.
Melissa,"Priscilla, always has a smile on her face and remembers our names. (frequent customers. Very professional, yet personal and always courteous. Middleburg, Fl."
Detriera,Completely satisfied with services received thus far.
David,The Gainesville Branch I use now not the one you close down the one I use now the manager there is wonderful they do a good job they've been very helpful and I appreciate all the people that are working that store and it said really it's been really good you you got a lot of good people over there your managers superb thank you.
Lisa,Great customer service and I was helped right away 😉
Kimberly,Amy has always been a funny kind employee. Can always make me smile with her quirky personality. I have been a life long customer. With that being said your company has made a lot of bonus off me . Having her cover other business in the area is not cool. Keep her in chanute store
Yendi Alonso,Cherie at the Brownstown MI location was awesome great customer service.
Stanley Merritt,"Mary was amazing, so informative and kind!!"
Nicole B.,I went to Advanced America. They ladies there are very friendly and has a positive attitude of helping u understand. I would recommend any of my family and friends to there store. Ms. Jessica and. Ms. Amanda was very helpful and has a positive attitude. Thanks ladies
geneva,Great. I like doing business with advanced America
Dawn,Great Customer service
Kimberly,Great costumer service and excellent communication skills. Great for the position.
John Kreidler,I and advance America been together for at least 10 years maybe more and at all times there prompt fast and courteous i recommend to everyone if they need a loan.
MARSHA,The representative was patient kind and knowledgeable.
Marinalva,Advance American has been quite the lifeline For me !
Bob Burmester,"Everyone there in the Kokomo, in office on Hoffer st, are extremely helpful and will go above the call of duty the help u, I was having a problem getting my bank statement this time due to my phone wouldn't let me download it. Worker solved the problem with my phone and we were able to proceed, above the call of duty!!!!"
Serina,"I am very happy with your services. The loans I have received were right on time for me during a difficult time. I referred my daughter to you, (LaTonia Willis), and she was approved for a payday loan!!! Thank you for your service and generosity. I only wish that the installment loans were bigger, but I'm totally happy with your easy to handle loans. God bless you!"
John,"It's 1 of the best loan company I have dealt with in and out.Threase was very patient, energetic and really pleasant she is a good example of people that should be dealing with the public that's for making it so pleasant for me Threase keep up the outstanding work!"
ruth,Had a great experience with Lisa. Knew what she was doing and was professional about everything.
George Cleaver,"Employees are a great help and very friendly,  accommodated me on what I needed"
